Time,Symbol,Side,Price,Size
2026-07-11 14:59:37,MINAUSDT,BUY,0.0445,10.0
2026-07-11 14:59:37,RAYUSDT,BUY,0.7012,10.0
2026-07-11 14:59:37,QUICKUSDT,BUY,0.00777,10.0
2026-07-11 14:59:37,REQUSDT,BUY,0.055,10.0
2026-07-11 14:59:37,WAXPUSDT,BUY,0.00418,10.0
2026-07-11 14:59:37,GNOUSDT,BUY,109.27,10.0
2026-07-11 14:59:37,XECUSDT,BUY,5.26e-06,10.0
2026-07-11 14:59:37,DYDXUSDT,BUY,0.12906,10.0
2026-07-11 14:59:37,USDPUSDT,BUY,1.0006,10.0
2026-07-11 14:59:37,GALAUSDT,BUY,0.002133,10.0
2026-07-11 14:59:37,ILVUSDT,BUY,3.17,10.0
2026-07-11 14:59:37,YGGUSDT,BUY,0.02247,10.0
2026-07-11 14:59:37,FIDAUSDT,BUY,0.02219,10.0
2026-07-11 14:59:37,AGLDUSDT,BUY,0.1573,10.0
2026-07-11 14:59:37,RADUSDT,BUY,0.216,10.0
2026-07-11 14:59:37,RAREUSDT,BUY,0.0129,10.0
2026-07-11 14:59:37,LAZIOUSDT,BUY,0.373,10.0
2026-07-11 14:59:37,ADXUSDT,BUY,0.0623,10.0
2026-07-11 14:59:37,AUCTIONUSDT,BUY,3.34,10.0
2026-07-11 14:59:37,MOVRUSDT,BUY,1.423,10.0
2026-07-11 14:59:37,CITYUSDT,BUY,0.398,10.0
2026-07-11 14:59:37,ENSUSDT,BUY,4.21,10.0
2026-07-11 14:59:37,QIUSDT,BUY,0.00119,10.0
2026-07-11 14:59:37,PORTOUSDT,BUY,0.415,10.0
2026-07-11 14:59:37,POWRUSDT,BUY,0.0455,10.0
2026-07-11 14:59:37,JASMYUSDT,BUY,0.00453,10.0
2026-07-11 14:59:37,AMPUSDT,BUY,0.000442,10.0
2026-07-11 14:59:37,PYRUSDT,BUY,0.174,10.0
2026-07-11 14:59:37,SANTOSUSDT,BUY,0.535,10.0
2026-07-11 14:59:37,BICOUSDT,BUY,0.01413,10.0
2026-07-11 14:59:37,FLUXUSDT,BUY,0.0461,10.0
2026-07-11 14:59:37,CVXUSDT,BUY,1.242,10.0
2026-07-11 14:59:37,PEOPLEUSDT,BUY,0.00566,10.0
2026-07-11 14:59:37,SPELLUSDT,BUY,9e-05,10.0
2026-07-11 14:59:37,JOEUSDT,BUY,0.029,10.0
2026-07-11 14:59:37,ACHUSDT,BUY,0.00444,10.0
2026-07-11 14:59:37,IMXUSDT,BUY,0.1355,10.0
2026-07-11 14:59:37,GLMRUSDT,BUY,0.009,10.0
2026-07-11 14:59:37,SCRTUSDT,BUY,0.0428,10.0
2026-07-11 14:59:37,API3USDT,BUY,0.2295,10.0
2026-07-11 14:59:37,BTTCUSDT,BUY,2.7e-07,10.0
2026-07-11 14:59:37,XNOUSDT,BUY,0.333,10.0
2026-07-11 14:59:37,WOOUSDT,BUY,0.01188,10.0
2026-07-11 14:59:37,ALPINEUSDT,BUY,0.315,10.0
2026-07-11 14:59:37,TUSDT,BUY,0.0048,10.0
2026-07-11 14:59:37,ASTRUSDT,BUY,0.005319,10.0
2026-07-11 14:59:37,GMTUSDT,BUY,0.00783,10.0
2026-07-11 14:59:37,APEUSDT,BUY,0.1563,10.0
2026-07-11 14:59:37,STEEMUSDT,BUY,0.04199,10.0
2026-07-11 14:59:37,NEXOUSDT,BUY,0.752,10.0
2026-07-11 14:59:37,LDOUSDT,BUY,0.3118,10.0
2026-07-11 14:59:37,OPUSDT,BUY,0.1054,10.0
2026-07-11 14:59:37,STGUSDT,BUY,0.1633,10.0
2026-07-11 14:59:37,LUNCUSDT,BUY,6.179e-05,10.0
2026-07-11 14:59:37,GMXUSDT,BUY,6.07,10.0
2026-07-11 14:59:37,POLYXUSDT,BUY,0.0376,10.0
2026-07-11 14:59:37,APTUSDT,BUY,0.642,10.0
2026-07-11 14:59:37,OSMOUSDT,BUY,0.0356,10.0
2026-07-11 14:59:37,HFTUSDT,BUY,0.009,10.0
2026-07-11 14:59:37,MAGICUSDT,BUY,0.0439,10.0
